Date,SPY,QQQ,IWM,EFA,EEM,AGG,LQD,HYG,GLD,VNQ
2023-09-30,-0.047434656340755166,-0.05079407806191116,-0.05855212567285506,-0.03640552995391699,-0.03098437071565663,-0.02592592592592602,-0.03558680367766365,-0.016108452950558294,-0.047605821575380625,-0.07259056732740943
2023-10-31,-0.02170441347270613,-0.02064486855911285,-0.06913652275379223,-0.029013231308783638,-0.03310696095076404,-0.015684410646387703,-0.024113952445042552,-0.010536553736424037,0.0737241178186061,-0.036261792452830344
2023-11-30,0.0913408028492988,0.10818010713768622,0.09200877467878388,0.08208832703989488,0.07784606379865378,0.04599227426364072,0.075738420871164,0.04898427260812577,0.02531370525286536,0.12083205873355785
2023-12-31,0.045644093917142525,0.055864753991272664,0.12127647362681526,0.05355788196024891,0.035840347542763995,0.03693017888055383,0.04871794871794877,0.031860065594252474,0.012821192052980157,0.09443231441048039
2024-01-31,0.015930469461181707,0.01818901729812672,-0.039004914004914015,-0.004464285714285698,-0.04534731323722141,-0.00144685587089588,-0.004380603096984403,0.0012108369910701633,-0.014228173876654315,-0.050498753117206974
2024-02-29,0.05220489407548046,0.05283881003305457,0.05624800255672735,0.029798929553016107,0.041735310269082726,-0.014823896567097594,-0.01933899519083193,0.003023431594860071,0.004563544706818856,0.019697964543663904
2024-03-31,0.03268450932684508,0.012742970589593172,0.03484619263741795,0.03385306925129927,0.027148128624143508,0.009050797601538596,0.015442404006677624,0.010851544837980454,0.08668321800221856,0.01957501609787493
2024-04-30,-0.04030864682321522,-0.043720082060633714,-0.06846644900345988,-0.03247282608695656,-0.002052861175262932,-0.024778562619127587,-0.03236744759556098,-0.013418816162218405,0.029895002916585645,-0.07944928634583814
2024-05-31,0.05057386607745662,0.061498855835240285,0.05037664783427487,0.05055469737396456,0.019542298791463075,0.016785467923660535,0.022087713709249224,0.016321595889375873,0.016189172605843183,0.04555433589462132
2024-06-30,0.035286557223812576,0.06471750651217101,-0.011255540614572346,-0.01817938778238204,0.025977301387137386,0.008819538670284954,0.005922077922077884,0.0047583643122675046,-0.0013469577333953264,0.018766404199475062
2024-07-31,0.012094878016665644,-0.016788290378369264,0.10335969374905551,0.025867937372362038,0.008603736479842805,0.024209818426361718,0.026440818012807288,0.023531152878496497,0.05367192223617523,0.07935076645626715
2024-08-31,0.02338029216072557,0.01104723497361526,-0.016891120748687594,0.03264764432647649,0.009748964172556551,0.01455460713504042,0.018716039444556243,0.015471370734528644,0.02092253365702934,0.052273540995345424
2024-09-30,0.020993752724102865,0.026202448390724165,0.007104713257487738,0.00783960930471661,0.05744629495534648,0.013375040448711184,0.019557487159225673,0.01708671507902615,0.05088849496303349,0.03266417148690026
2024-10-31,-0.008911419423692668,-0.008642077406549764,-0.01415529324972331,-0.052792654934965544,-0.03081488244692998,-0.025226184140500263,-0.0317767874442938,-0.009659806803864135,0.04299349954743681,-0.03349807797913229
2024-11-30,0.05962059620596194,0.05351407716371215,0.11070576680230104,-0.0030963920301562142,-0.026848798869524293,0.01113780301375833,0.01791074644786872,0.016398077466780014,-0.031241371149067,0.04249999999999998
2024-12-31,-0.024051083145610552,0.004533217198511297,-0.08371231261579926,-0.02957461174881837,-0.0169409486931269,-0.016954643628509625,-0.026737442249090693,-0.007788595271210008,-0.014088521519605934,-0.08371484630477433
2025-01-31,0.026847850610020485,0.02163759976352342,0.024954044117647012,0.04801001948232675,0.021664204825209366,0.005163133033065925,0.005857994142005829,0.01359686010653216,0.06785611035394212,0.01653580775636443
2025-02-28,-0.012692671714440218,-0.027043188087109038,-0.05223512531946373,0.029610941442039573,0.011325301204819338,0.022404371584699323,0.023697158349231806,0.009680542110358292,0.018216274752475226,0.03698069046225849
2025-03-31,-0.05572008148312979,-0.0758509942308837,-0.06850222348377322,0.0018055197317514704,0.011436740528949274,-0.0003206841261357285,-0.004610102991662535,-0.010820435556773145,0.09446575758726783,-0.02584358424557054
2025-04-30,-0.008665385591530406,0.013965461761235698,-0.023260538344337278,0.03694644696189475,0.001413427561837377,0.0043840889649273684,-0.0027591643673630095,0.0012461921905289053,0.05424446449642528,-0.024443929564411437
2025-05-31,0.06283373564479566,0.09177844539415214,0.05241264559068237,0.04792054624456865,0.04022582921665485,-0.006068348770360998,0.0020750988142292925,0.017563269257364178,-0.00055963393356806,0.011162569766061115
2025-06-30,0.051410874053682054,0.06385163940779792,0.055187747035573054,0.023930813884611046,0.0698778833107192,0.014567266495286946,0.020806626565427422,0.01834737700462097,0.004051383399209296,0.006928948913681676
2025-07-31,0.02302480853570721,0.024244521758137516,0.01671583087512296,-0.020941802614832805,0.00676389769604735,-0.002639358108108114,-0.0008693972179287801,0.0013345789403442776,-0.006134566807728947,0.000933053417308205
2025-08-31,0.0205230744621292,0.00953227814333979,0.07188910380399749,0.04526116757267773,0.026663867310518397,0.011855615539324793,0.010441844725901595,0.011062241769958625,0.04987457090044889,0.0347238405965975
2025-09-30,0.03562807611523877,0.05376457738787299,0.031793770139634914,0.020689655172413834,0.07096114519427399,0.011298252955330046,0.018754186202277312,0.008832059056156139,0.11758417958311074,0.0005630630630630851
2025-10-31,0.023837992462653723,0.04781169547627817,0.01765563189673114,0.011962782454585819,0.035707466106549735,0.0061032378193854875,0.0015027707335399931,-0.00013066771200842542,0.0355866880468112,-0.02442318514350017
2025-11-30,0.0019513348904589556,-0.015619515619515578,0.01022955112729651,0.007443082311733962,-0.017699115044247815,0.006066214271025938,0.009378223764419102,0.007579717720857193,0.05367814842985985,0.02422704199353931
2025-12-31,0.0007967186992829944,-0.006693787581646404,-0.007088176920895917,0.027053455019556694,0.021584084084083965,-0.0027593254982115623,-0.00743287187587105,0.004928664072633149,0.021733525832731804,-0.0224149583239468
2026-01-31,0.014727562212524914,0.012302972946512947,0.054785020804438256,0.04908494657780604,0.0801028844387286,0.0024595203935231513,0.0034634465973977235,0.006066081569437332,0.12273220458731804,0.02615508699158875
2026-02-28,-0.008644360825790565,-0.02343649258542868,0.006806667440151459,0.04608248462236553,0.059023643476781684,0.016049887548558628,0.013805970149253666,-0.0001282873636947457,0.08720080907967187,0.05378396586570844
2026-03-31,-0.04937276510932653,-0.04839401842009716,-0.04962931663657666,-0.07827260458839402,-0.09251525859299703,-0.018009860146896095,-0.020702981229297035,-0.009494482935591408,-0.11051162790697666,-0.06318593500266378
2026-04-30,0.10504570891208154,0.1569015159399174,0.12085202699971709,0.05344070278184487,0.12672566371681415,0.0017418032786884474,0.002818754110682997,0.015284974093264125,-0.015408213065606913,0.08610100090991812
2026-05-31,0.05263598443102091,0.10569715142428793,0.04482348274494252,0.0242231708527747,0.07194470625196359,0.002966145034264178,0.00861988194509511,0.004337841286042421,-0.015436906953689378,-0.006597549481621057
2026-06-30,-0.010297664802396134,-0.0014915254237288789,0.03696417477738656,0.006881845497722194,0.002491207502930859,0.0025494595145829635,0.001114723641430393,0.0007621951219511924,-0.11684886843114695,0.016550706304027107
